Training method,trainable_params,non_trainable_params,encoding,scaled,Method,train_accuracy,train_recall,train_precision,train_f1_score,test_accuracy,test_recall,test_precision,test_f1_score
Random Forest,,,Group_4,1,Properties,0.330857142857143,0.330857142857143,0.33549873889121,0.328669301245818,0.334714285714286,0.334714285714286,0.347865622950841,0.336195632835648
KNN,,,Group_4,1,FFT,0.266107142857143,0.266107142857143,0.284199067268319,0.268484262112774,0.279142857142857,0.279142857142857,0.299812794913673,0.28263971288012
Random Forest,,,Group_4,1,FFT,0.224928571428571,0.224928571428571,0.227221451617329,0.22565030342438,0.228,0.228,0.230496704307526,0.228350092983606
KNN,,,Group_5,1,Properties,0.241642857142857,0.241642857142857,0.260721675871545,0.244706486124704,0.255571428571429,0.255571428571429,0.276663658669777,0.259535336446268
Random Forest,,,Group_5,1,Properties,0.331714285714286,0.331714285714286,0.341197730148725,0.331832607952134,0.346857142857143,0.346857142857143,0.362118515455381,0.349306294214715
KNN,,,Group_5,1,FFT,0.262571428571429,0.262571428571429,0.292023045565661,0.265819662697994,0.277142857142857,0.277142857142857,0.306018657787746,0.280725741931466
Random Forest,,,Group_5,1,FFT,0.219392857142857,0.219392857142857,0.223207234048956,0.220843927766736,0.220428571428571,0.220428571428571,0.227280702428973,0.222990047435084
KNN,,,Group_6,1,Properties,0.251035714285714,0.251035714285714,0.265849404267941,0.254107742662795,0.262285714285714,0.262285714285714,0.278324311294001,0.265446708958328
Random Forest,,,Group_6,1,Properties,0.326964285714286,0.326964285714286,0.331243462203406,0.324553793562967,0.338,0.338,0.348410670150622,0.338013467823959
KNN,,,Group_6,1,FFT,0.270142857142857,0.270142857142857,0.288337270241428,0.273151729536548,0.275,0.275,0.29418852543406,0.278610503198634
Random Forest,,,Group_6,1,FFT,0.228571428571429,0.228571428571429,0.232252666054605,0.229688917245222,0.238571428571429,0.238571428571429,0.244211852255525,0.240070995896843
KNN,,,Group_7,1,Properties,0.25675,0.25675,0.271036208131898,0.259933230340186,0.267142857142857,0.267142857142857,0.283625136310256,0.271596476490323
Random Forest,,,Group_7,1,Properties,0.332285714285714,0.332285714285714,0.338427482213804,0.331042478029524,0.332,0.332,0.341571507714433,0.331962340062478
KNN,,,Group_7,1,FFT,0.274714285714286,0.274714285714286,0.295496050545896,0.277369526697243,0.284428571428571,0.284428571428571,0.302411417563906,0.287012163674234
Random Forest,,,Group_7,1,FFT,0.233464285714286,0.233464285714286,0.235802965368453,0.23385305835528,0.245,0.245,0.248837931930832,0.245786858362319
